mindate,maxdate,name,datacoverage,id
1946-12-15,2021-05-05,"Monett, MO 65708",1.0,ZIP:65708
1996-03-01,2021-05-05,"Morrisville, MO 65710",0.3754,ZIP:65710
1893-01-01,2021-05-05,"Mount Vernon, MO 65712",1.0,ZIP:65712
2008-01-14,2021-05-05,"Phillipsburg, MO 65722",1.0,ZIP:65722
2003-07-10,2021-04-24,"Polk, MO 65727",0.9932,ZIP:65727
1995-09-14,2021-05-05,"Purdy, MO 65734",1.0,ZIP:65734
2007-06-01,2021-05-04,"Republic, MO 65738",1.0,ZIP:65738
1944-11-01,2021-05-05,"Rogersville, MO 65742",1.0,ZIP:65742
1921-11-03,2021-05-04,"Seligman, MO 65745",1.0,ZIP:65745
1896-01-01,2021-05-05,"Seymour, MO 65746",1.0,ZIP:65746
1943-10-01,2021-05-05,"Shell Knob, MO 65747",1.0,ZIP:65747
2007-07-03,2021-05-01,"Squires, MO 65755",0.8975,ZIP:65755
2007-08-27,2021-05-04,"Strafford, MO 65757",1.0,ZIP:65757
2020-08-22,2021-05-04,"Taneyville, MO 65759",1.0,ZIP:65759
1941-09-01,2021-05-04,"Tecumseh, MO 65760",1.0,ZIP:65760
2006-07-11,2021-05-05,"Theodosia, MO 65761",0.8893,ZIP:65761
2009-01-18,2021-05-05,"Urbana, MO 65767",0.339,ZIP:65767
1939-06-15,2021-05-04,"Vanzant, MO 65768",1.0,ZIP:65768
2010-10-01,2021-05-05,"Walnut Grove, MO 65770",0.8886,ZIP:65770
2008-03-20,2021-05-05,"Washburn, MO 65772",1.0,ZIP:65772
1893-01-01,2021-05-05,"West Plains, MO 65775",1.0,ZIP:65775
2011-03-26,2021-05-04,"Myrtle, MO 65778",1.0,ZIP:65778
1892-10-01,2021-05-05,"Wheatland, MO 65779",0.994,ZIP:65779
1976-08-01,2021-05-04,"Willard, MO 65781",1.0,ZIP:65781
1905-05-01,2021-05-05,"Stockton, MO 65785",1.0,ZIP:65785
1996-06-01,2021-05-04,"Pomona, MO 65789",1.0,ZIP:65789
1940-08-01,2021-05-05,"Springfield, MO 65802",1.0,ZIP:65802
1945-07-02,2021-05-04,"Springfield, MO 65803",1.0,ZIP:65803
2007-07-12,2021-05-05,"Springfield, MO 65804",1.0,ZIP:65804
2006-03-01,2021-05-05,"Springfield, MO 65807",0.8128,ZIP:65807
2006-06-02,2021-05-05,"Springfield, MO 65809",1.0,ZIP:65809
2006-09-04,2021-05-05,"Springfield, MO 65810",1.0,ZIP:65810
1893-01-01,2021-05-05,"Atchison, KS 66002",1.0,ZIP:66002
1909-05-01,2021-05-05,"Baldwin City, KS 66006",1.0,ZIP:66006
1938-02-01,2021-05-05,"Bonner Springs, KS 66012",1.0,ZIP:66012
1994-03-01,2021-05-05,"Centerville, KS 66014",1.0,ZIP:66014
1978-03-01,2021-05-04,"Colony, KS 66015",1.0,ZIP:66015
2016-03-24,2021-04-12,"Eudora, KS 66025",0.9848,ZIP:66025
1940-09-13,2021-04-29,"Gardner, KS 66030",1.0,ZIP:66030
1945-03-01,2021-05-04,"New Century, KS 66031",1.0,ZIP:66031
1906-01-16,2021-05-05,"Garnett, KS 66032",1.0,ZIP:66032
2017-04-22,2021-05-03,"Greeley, KS 66033",1.0,ZIP:66033
1868-01-01,2021-05-05,"Lawrence, KS 66044",1.0,ZIP:66044
2007-05-08,2021-05-04,"Lawrence, KS 66045",0.8209,ZIP:66045
1857-04-01,2021-04-30,"Lawrence, KS 66046",0.8895,ZIP:66046
1952-05-01,2021-05-04,"Lawrence, KS 66047",1.0,ZIP:66047
1891-12-01,2021-05-05,"Leavenworth, KS 66048",1.0,ZIP:66048
1957-04-01,2021-05-05,"Lawrence, KS 66049",1.0,ZIP:66049
1936-04-02,2021-05-04,"Lecompton, KS 66050",0.9372,ZIP:66050
2009-09-04,2021-05-04,"Louisburg, KS 66053",1.0,ZIP:66053
2008-05-09,2021-04-29,"Mc Louth, KS 66054",1.0,ZIP:66054
1949-10-22,2021-05-05,"Mound City, KS 66056",1.0,ZIP:66056
2016-06-27,2021-05-05,"Nortonville, KS 66060",0.9214,ZIP:66060
1893-05-22,2021-05-05,"Olathe, KS 66061",1.0,ZIP:66061
1892-09-01,2021-05-05,"Olathe, KS 66062",1.0,ZIP:66062
1948-08-01,2021-05-03,"Osawatomie, KS 66064",1.0,ZIP:66064
1912-12-01,2021-04-29,"Oskaloosa, KS 66066",0.9923,ZIP:66066
1895-05-28,2021-05-05,"Ottawa, KS 66067",1.0,ZIP:66067
2019-06-29,2021-05-04,"Ozawkie, KS 66070",0.997,ZIP:66070
1895-08-01,2021-05-04,"Paola, KS 66071",1.0,ZIP:66071
2020-07-05,2021-05-04,"Parker, KS 66072",1.0,ZIP:66072
1962-10-01,2021-05-05,"Perry, KS 66073",1.0,ZIP:66073
1948-08-01,2021-05-05,"Pomona, KS 66076",1.0,ZIP:66076
2008-04-25,2021-05-04,"Princeton, KS 66078",1.0,ZIP:66078
2017-04-21,2021-04-29,"Richmond, KS 66080",1.0,ZIP:66080
1939-09-20,2021-05-05,"Stilwell, KS 66085",1.0,ZIP:66085
1948-08-01,2021-05-04,"Tonganoxie, KS 66086",1.0,ZIP:66086
1897-12-05,2021-05-05,"Troy, KS 66087",1.0,ZIP:66087
1948-08-01,2021-05-05,"Valley Falls, KS 66088",1.0,ZIP:66088
1989-04-10,2021-05-04,"Wathena, KS 66090",1.0,ZIP:66090
2009-05-04,2021-04-29,"Wellsville, KS 66092",0.3138,ZIP:66092
1980-05-09,2021-04-29,"Westphalia, KS 66093",1.0,ZIP:66093
1970-10-01,2021-05-05,"Williamsburg, KS 66095",1.0,ZIP:66095
1957-06-28,2021-04-19,"Kansas City, KS 66111",1.0,ZIP:66111
1951-08-17,2021-05-04,"Overland Park, KS 66204",1.0,ZIP:66204
2009-07-01,2021-05-05,"Overland Park, KS 66214",1.0,ZIP:66214
2005-06-03,2021-05-05,"Shawnee, KS 66217",1.0,ZIP:66217
2012-04-01,2021-05-05,"Lenexa, KS 66219",0.9287,ZIP:66219
2019-09-13,2021-05-03,"Lenexa, KS 66220",1.0,ZIP:66220
2016-06-29,2021-05-05,"Overland Park, KS 66221",0.9932,ZIP:66221
2005-09-02,2021-05-05,"Overland Park, KS 66223",0.632,ZIP:66223
2005-03-24,2021-05-05,"Lenexa, KS 66227",1.0,ZIP:66227
1918-03-23,2021-04-20,"Alma, KS 66401",1.0,ZIP:66401
1953-09-01,2021-05-04,"Axtell, KS 66403",1.0,ZIP:66403
2009-04-01,2021-05-04,"Baileyville, KS 66404",1.0,ZIP:66404
1958-04-29,2021-05-04,"Beattie, KS 66406",1.0,ZIP:66406
1949-01-01,2021-05-04,"Berryton, KS 66409",1.0,ZIP:66409
1905-01-01,2021-05-04,"Blue Rapids, KS 66411",1.0,ZIP:66411
1948-08-01,2021-05-05,"Burlingame, KS 66413",1.0,ZIP:66413
1922-04-17,2021-04-29,"Carbondale, KS 66414",1.0,ZIP:66414
1909-04-01,2021-04-10,"Centralia, KS 66415",1.0,ZIP:66415
2013-02-22,2021-04-29,"Corning, KS 66417",1.0,ZIP:66417
1897-07-01,2021-04-27,"Eskridge, KS 66423",1.0,ZIP:66423
1894-11-01,2021-05-03,"Frankfort, KS 66427",1.0,ZIP:66427
1964-12-01,2021-05-05,"Goff, KS 66428",1.0,ZIP:66428
2011-06-24,2021-05-05,"Grantville, KS 66429",0.9084,ZIP:66429
1948-08-01,2021-05-05,"Harveyville, KS 66431",1.0,ZIP:66431
1895-10-01,2021-05-05,"Hiawatha, KS 66434",1.0,ZIP:66434
1902-09-01,2021-05-05,"Holton, KS 66436",1.0,ZIP:66436
1891-02-01,2021-05-05,"Horton, KS 66439",1.0,ZIP:66439
1893-05-01,2021-05-05,"Junction City, KS 66441",1.0,ZIP:66441
1948-08-01,2021-05-05,"Lyndon, KS 66451",1.0,ZIP:66451
1893-06-01,2021-05-05,"Manhattan, KS 66502",1.0,ZIP:66502
1960-06-01,2021-05-05,"Manhattan, KS 66503",1.0,ZIP:66503
1893-01-01,2021-05-05,"Manhattan, KS 66506",0.9909,ZIP:66506
2019-06-12,2021-04-30,"Maple Hill, KS 66507",1.0,ZIP:66507
1941-04-01,2021-05-05,"Marysville, KS 66508",1.0,ZIP:66508
1952-01-24,2021-05-05,"Mayetta, KS 66509",1.0,ZIP:66509
1962-01-01,2021-05-05,"Melvern, KS 66510",0.8603,ZIP:66510
2020-02-13,2021-05-05,"Milford, KS 66514",1.0,ZIP:66514
1918-05-01,2021-05-05,"Olsburg, KS 66520",1.0,ZIP:66520
1948-08-02,2021-05-05,"Onaga, KS 66521",1.0,ZIP:66521
1896-05-01,2021-05-05,"Osage City, KS 66523",1.0,ZIP:66523
1928-03-01,2021-05-04,"Overbrook, KS 66524",1.0,ZIP:66524
1948-08-01,2021-05-05,"Paxico, KS 66526",0.9757,ZIP:66526
1948-08-01,2021-05-04,"Quenemo, KS 66528",0.9991,ZIP:66528
2006-06-01,2021-05-05,"Riley, KS 66531",0.8301,ZIP:66531
1957-09-01,2021-05-04,"Rossville, KS 66533",0.9595,ZIP:66533
1953-03-01,2021-05-03,"Sabetha, KS 66534",1.0,ZIP:66534
2007-08-29,2021-05-05,"Saint George, KS 66535",1.0,ZIP:66535
2008-03-18,2021-05-05,"Scranton, KS 66537",0.9213,ZIP:66537
1892-05-16,2021-05-04,"Seneca, KS 66538",1.0,ZIP:66538
1948-05-30,2021-05-04,"Soldier, KS 66540",1.0,ZIP:66540
2006-01-23,2021-05-05,"Tecumseh, KS 66542",0.962,ZIP:66542
1963-05-01,2021-05-04,"Vassar, KS 66543",1.0,ZIP:66543
1951-09-01,2021-05-03,"Vermillion, KS 66544",1.0,ZIP:66544
1893-01-01,2021-05-05,"Wamego, KS 66547",1.0,ZIP:66547
1894-08-12,2021-05-03,"Westmoreland, KS 66549",1.0,ZIP:66549
2006-08-20,2021-05-05,"Topeka, KS 66604",0.8191,ZIP:66604
2010-09-26,2021-05-05,"Topeka, KS 66614",0.9586,ZIP:66614
1929-05-13,2021-05-01,"Topeka, KS 66615",1.0,ZIP:66615
1904-08-01,2021-05-05,"Topeka, KS 66616",1.0,ZIP:66616
1893-03-01,2021-05-05,"Fort Scott, KS 66701",1.0,ZIP:66701
1896-04-01,2021-05-04,"Chanute, KS 66720",1.0,ZIP:66720
1892-12-01,2021-05-05,"Columbus, KS 66725",1.0,ZIP:66725
1943-07-17,2021-05-05,"Erie, KS 66733",1.0,ZIP:66733
2008-09-19,2021-05-05,"Farlington, KS 66734",1.0,ZIP:66734
1902-04-01,2021-05-05,"Fredonia, KS 66736",1.0,ZIP:66736
1979-09-01,2021-05-05,"Galesburg, KS 66740",0.9911,ZIP:66740
1895-01-01,2021-05-05,"Girard, KS 66743",1.0,ZIP:66743
1982-09-01,2021-05-05,"Humboldt, KS 66748",1.0,ZIP:66748
1932-08-01,2021-05-05,"Iola, KS 66749",1.0,ZIP:66749
1953-07-01,2021-05-05,"Mc Cune, KS 66753",1.0,ZIP:66753
1895-11-01,2021-05-05,"Moran, KS 66755",1.0,ZIP:66755
2005-10-01,2021-05-04,"Neodesha, KS 66757",1.0,ZIP:66757
1949-03-25,2021-05-05,"Pittsburg, KS 66762",1.0,ZIP:66762
2010-07-14,2021-05-04,"Frontenac, KS 66763",0.9756,ZIP:66763
1974-06-01,2021-05-05,"Uniontown, KS 66779",0.5507,ZIP:66779
1902-12-01,2021-05-05,"Walnut, KS 66780",0.9971,ZIP:66780
1940-05-10,2021-05-04,"Yates Center, KS 66783",1.0,ZIP:66783
1893-01-01,2021-05-05,"Emporia, KS 66801",1.0,ZIP:66801
1948-08-01,2021-05-04,"Alta Vista, KS 66834",1.0,ZIP:66834
2020-08-25,2021-05-05,"Americus, KS 66835",1.0,ZIP:66835
1894-01-01,2021-05-05,"Burlington, KS 66839",1.0,ZIP:66839
1953-10-01,2021-05-05,"Burns, KS 66840",1.0,ZIP:66840
1948-08-01,2021-04-14,"Cassoday, KS 66842",0.9585,ZIP:66842
1902-12-01,2021-05-05,"Cottonwood Falls, KS 66845",1.0,ZIP:66845
1908-10-13,2021-05-05,"Council Grove, KS 66846",1.0,ZIP:66846
1932-10-01,2021-04-29,"Elmdale, KS 66850",1.0,ZIP:66850
1944-09-01,2021-05-05,"Gridley, KS 66852",1.0,ZIP:66852
1951-05-02,2021-04-29,"Hamilton, KS 66853",0.9355,ZIP:66853
1893-01-01,2021-05-05,"Lebo, KS 66856",1.0,ZIP:66856
1978-03-01,2021-05-03,"Lincolnville, KS 66858",0.4618,ZIP:66858
1900-02-01,2021-05-04,"Madison, KS 66860",1.0,ZIP:66860
1948-08-02,2021-04-30,"Marion, KS 66861",1.0,ZIP:66861
1905-04-01,2021-05-05,"Neosho Rapids, KS 66864",1.0,ZIP:66864
1948-08-01,2021-04-29,"Reading, KS 66868",1.0,ZIP:66868
1962-03-01,2021-05-05,"Strong City, KS 66869",1.0,ZIP:66869
1948-08-01,2021-05-05,"Waverly, KS 66871",1.0,ZIP:66871
1961-03-01,2021-05-04,"White City, KS 66872",1.0,ZIP:66872
1975-04-01,2021-05-05,"Wilsey, KS 66873",1.0,ZIP:66873
1885-05-01,2021-05-05,"Concordia, KS 66901",1.0,ZIP:66901
1929-09-01,2021-05-05,"Belleville, KS 66935",1.0,ZIP:66935
1949-05-01,2021-05-04,"Burr Oak, KS 66936",1.0,ZIP:66936
1931-04-04,2021-05-03,"Clifton, KS 66937",0.9267,ZIP:66937
1972-05-01,2021-05-05,"Courtland, KS 66939",1.0,ZIP:66939
2011-05-18,2021-05-03,"Formoso, KS 66942",1.0,ZIP:66942
1941-02-16,2021-05-04,"Greenleaf, KS 66943",1.0,ZIP:66943
1922-08-01,2021-05-05,"Haddam, KS 66944",1.0,ZIP:66944
2007-01-21,2021-05-05,"Hollenberg, KS 66946",0.9736,ZIP:66946
1986-06-04,2021-05-05,"Jamestown, KS 66948",1.0,ZIP:66948
1905-04-01,2021-04-30,"Jewell, KS 66949",1.0,ZIP:66949
1898-06-16,2021-05-05,"Lebanon, KS 66952",0.955,ZIP:66952
1893-01-01,2021-05-05,"Mankato, KS 66956",1.0,ZIP:66956
2013-02-27,2021-05-05,"Morrowville, KS 66958",1.0,ZIP:66958
2001-11-01,2021-05-05,"Palmer, KS 66962",0.9695,ZIP:66962
1902-09-01,2021-05-03,"Republic, KS 66964",1.0,ZIP:66964
1940-07-01,2021-05-04,"Scandia, KS 66966",1.0,ZIP:66966
1910-01-01,2021-05-05,"Smith Center, KS 66967",1.0,ZIP:66967
1893-04-18,2021-05-05,"Washington, KS 66968",0.9806,ZIP:66968
1951-07-18,2021-05-04,"Webber, KS 66970",1.0,ZIP:66970
2013-01-10,2021-05-04,"Andale, KS 67001",1.0,ZIP:67001
2018-05-02,2021-05-04,"Andover, KS 67002",0.4782,ZIP:67002
1896-10-01,2021-05-05,"Anthony, KS 67003",1.0,ZIP:67003
1973-04-01,2021-05-03,"Argonia, KS 67004",0.987,ZIP:67004
1916-07-01,2021-05-05,"Arkansas City, KS 67005",1.0,ZIP:67005
1896-01-01,2021-05-05,"Augusta, KS 67010",1.0,ZIP:67010
1950-10-01,2021-04-30,"Belle Plaine, KS 67013",0.4248,ZIP:67013
1973-04-01,2021-04-25,"Bluff City, KS 67018",1.0,ZIP:67018
1948-08-01,2021-05-05,"Burrton, KS 67020",1.0,ZIP:67020
1948-08-01,2021-05-04,"Caldwell, KS 67022",1.0,ZIP:67022
1982-06-01,2021-05-04,"Cambridge, KS 67023",1.0,ZIP:67023
1955-04-01,2021-04-11,"Cedar Vale, KS 67024",1.0,ZIP:67024
1923-08-01,2021-05-05,"Cheney, KS 67025",1.0,ZIP:67025
1957-07-01,2021-05-05,"Clearwater, KS 67026",1.0,ZIP:67026
2011-03-13,2021-05-05,"Coats, KS 67028",0.8991,ZIP:67028
1893-01-01,2021-05-05,"Coldwater, KS 67029",1.0,ZIP:67029
2010-05-15,2021-05-04,"Colwich, KS 67030",1.0,ZIP:67030
1893-01-01,2021-05-04,"Cunningham, KS 67035",1.0,ZIP:67035
2013-04-01,2021-05-05,"Derby, KS 67037",0.8309,ZIP:67037
1940-05-05,2021-05-03,"Dexter, KS 67038",1.0,ZIP:67038
1944-07-01,2021-04-27,"Douglass, KS 67039",1.0,ZIP:67039
1893-01-01,2021-05-05,"El Dorado, KS 67042",1.0,ZIP:67042
1908-11-01,2021-04-29,"Eureka, KS 67045",0.958,ZIP:67045
2008-09-02,2021-05-05,"Garden Plain, KS 67050",0.9453,ZIP:67050
2015-04-12,2021-05-04,"Goddard, KS 67052",0.8314,ZIP:67052
2019-06-25,2021-05-04,"Goessel, KS 67053",1.0,ZIP:67053
1893-01-01,2021-05-05,"Greensburg, KS 67054",0.8734,ZIP:67054
1993-01-01,2021-05-05,"Halstead, KS 67056",1.0,ZIP:67056
1948-08-01,2021-05-04,"Haviland, KS 67059",1.0,ZIP:67059
1999-12-15,2021-05-05,"Haysville, KS 67060",1.0,ZIP:67060
1919-08-01,2021-05-05,"Hesston, KS 67062",0.9709,ZIP:67062
1945-01-01,2021-05-05,"Hillsboro, KS 67063",1.0,ZIP:67063
1907-12-12,2021-05-05,"Kingman, KS 67068",0.9837,ZIP:67068
1938-03-06,2021-05-04,"Lake City, KS 67071",1.0,ZIP:67071
1943-09-17,2021-05-05,"Latham, KS 67072",0.9927,ZIP:67072
1893-01-01,2021-05-04,"Medicine Lodge, KS 67104",1.0,ZIP:67104
2000-11-21,2021-05-04,"Moundridge, KS 67107",1.0,ZIP:67107
1893-03-01,2021-05-04,"Mount Hope, KS 67108",1.0,ZIP:67108
2007-02-22,2021-05-05,"Mullinville, KS 67109",1.0,ZIP:67109
2008-02-29,2021-05-05,"Mulvane, KS 67110",1.0,ZIP:67110
1897-04-01,2021-05-05,"Newton, KS 67114",1.0,ZIP:67114
1895-07-25,2021-05-04,"Norwich, KS 67118",0.9418,ZIP:67118
1944-01-01,2021-05-05,"Peck, KS 67120",1.0,ZIP:67120
1953-10-01,2021-05-03,"Potwin, KS 67123",1.0,ZIP:67123
1895-11-11,2021-05-05,"Pratt, KS 67124",1.0,ZIP:67124
2008-06-17,2021-05-05,"Protection, KS 67127",0.7489,ZIP:67127
1953-10-01,2021-05-05,"Rosalia, KS 67132",1.0,ZIP:67132
2006-05-26,2021-05-04,"Rose Hill, KS 67133",0.4942,ZIP:67133
1917-01-01,2021-05-05,"Sedgwick, KS 67135",1.0,ZIP:67135
1948-08-01,2021-05-05,"Severy, KS 67137",1.0,ZIP:67137
1943-07-07,2021-05-05,"Sun City, KS 67143",1.0,ZIP:67143
2011-06-06,2021-05-04,"Towanda, KS 67144",1.0,ZIP:67144
2010-07-01,2021-04-16,"Udall, KS 67146",0.5095,ZIP:67146
1944-07-01,2021-05-05,"Valley Center, KS 67147",1.0,ZIP:67147
2020-07-18,2021-05-05,"Viola, KS 67149",0.8185,ZIP:67149
2017-08-04,2021-04-29,"Walton, KS 67151",1.0,ZIP:67151
1894-04-01,2021-05-05,"Wellington, KS 67152",1.0,ZIP:67152
2000-01-01,2021-05-04,"Whitewater, KS 67154",0.9838,ZIP:67154
1893-01-01,2021-05-05,"Winfield, KS 67156",1.0,ZIP:67156
1995-04-07,2021-05-03,"Zenda, KS 67159",1.0,ZIP:67159
2007-04-16,2021-05-05,"Wichita, KS 67203",0.9581,ZIP:67203
1944-08-01,2021-05-05,"Wichita, KS 67204",1.0,ZIP:67204
2006-06-24,2021-05-05,"Wichita, KS 67205",0.9963,ZIP:67205
2008-12-08,2021-05-04,"Wichita, KS 67206",1.0,ZIP:67206
2010-09-22,2021-05-04,"Wichita, KS 67207",1.0,ZIP:67207
1999-12-07,2021-05-05,"Wichita, KS 67209",1.0,ZIP:67209
2006-06-24,2021-05-05,"Wichita, KS 67212",1.0,ZIP:67212
1953-12-01,2021-05-04,"Wichita, KS 67215",1.0,ZIP:67215
2007-10-31,2021-05-03,"Wichita, KS 67218",0.9774,ZIP:67218
2005-08-19,2021-05-05,"Wichita, KS 67219",0.9337,ZIP:67219
2014-05-15,2021-05-05,"Wichita, KS 67220",1.0,ZIP:67220
1996-07-01,2021-05-04,"Wichita, KS 67226",0.9947,ZIP:67226
2013-01-06,2021-05-04,"Wichita, KS 67227",1.0,ZIP:67227
2010-11-06,2021-05-05,"Wichita, KS 67230",1.0,ZIP:67230
2008-02-24,2021-05-05,"Wichita, KS 67235",0.9979,ZIP:67235
1893-01-01,2021-05-05,"Independence, KS 67301",1.0,ZIP:67301
1943-07-17,2021-05-05,"Altamont, KS 67330",1.0,ZIP:67330
1973-04-01,2021-05-05,"Bartlett, KS 67332",0.8414,ZIP:67332
2006-08-21,2021-05-05,"Caney, KS 67333",1.0,ZIP:67333
1974-01-01,2021-05-04,"Cherryvale, KS 67335",1.0,ZIP:67335
1894-05-14,2021-05-05,"Coffeyville, KS 67337",1.0,ZIP:67337
1893-01-01,2021-05-03,"Grenola, KS 67346",1.0,ZIP:67346
1907-03-01,2021-05-05,"Howard, KS 67349",1.0,ZIP:67349
1896-11-02,2021-05-04,"Longton, KS 67352",0.9921,ZIP:67352
1951-11-01,2021-04-21,"Mound Valley, KS 67354",1.0,ZIP:67354
1893-01-01,2021-05-05,"Oswego, KS 67356",1.0,ZIP:67356
1925-01-01,2021-05-04,"Parsons, KS 67357",0.9971,ZIP:67357
2008-07-01,2021-05-05,"Peru, KS 67360",1.0,ZIP:67360
1893-01-01,2021-05-05,"Sedan, KS 67361",1.0,ZIP:67361
1900-01-01,2021-05-05,"Salina, KS 67401",1.0,ZIP:67401
1893-01-01,2021-05-05,"Abilene, KS 67410",1.0,ZIP:67410
1948-08-01,2021-05-05,"Barnard, KS 67418",0.9843,ZIP:67418
1893-03-01,2021-05-05,"Beloit, KS 67420",1.0,ZIP:67420
2010-09-14,2021-05-05,"Beverly, KS 67423",1.0,ZIP:67423
1948-08-01,2021-05-05,"Brookville, KS 67425",1.0,ZIP:67425
2001-12-12,2021-05-04,"Canton, KS 67428",0.865,ZIP:67428
1893-01-01,2021-05-05,"Cawker City, KS 67430",1.0,ZIP:67430
1904-02-01,2021-05-05,"Chapman, KS 67431",1.0,ZIP:67431
1902-05-01,2021-05-05,"Clay Center, KS 67432",1.0,ZIP:67432
1904-04-19,2021-05-05,"Ellsworth, KS 67439",1.0,ZIP:67439
1903-10-30,2021-05-05,"Enterprise, KS 67441",1.0,ZIP:67441
2010-06-13,2021-05-05,"Galva, KS 67443",1.0,ZIP:67443
1939-03-01,2021-05-04,"Geneseo, KS 67444",1.0,ZIP:67444
1958-03-18,2021-05-05,"Glasco, KS 67445",1.0,ZIP:67445
1964-08-06,2021-05-04,"Glen Elder, KS 67446",0.9464,ZIP:67446
2013-07-10,2021-05-04,"Gypsum, KS 67448",1.0,ZIP:67448
1918-02-01,2021-05-05,"Herington, KS 67449",1.0,ZIP:67449
2008-02-14,2021-05-04,"Holyrood, KS 67450",1.0,ZIP:67450
1948-08-01,2021-05-05,"Hope, KS 67451",1.0,ZIP:67451
1957-03-01,2021-05-05,"Hunter, KS 67452",1.0,ZIP:67452
2007-11-24,2021-05-04,"Kanopolis, KS 67454",0.8371,ZIP:67454
1912-01-22,2021-05-05,"Lincoln, KS 67455",1.0,ZIP:67455
1907-01-01,2021-05-05,"Lindsborg, KS 67456",1.0,ZIP:67456
1958-05-01,2021-05-01,"Longford, KS 67458",1.0,ZIP:67458
2008-02-18,2021-05-04,"Lorraine, KS 67459",0.2637,ZIP:67459
1893-01-01,2021-05-05,"McPherson, KS 67460",1.0,ZIP:67460
1948-08-01,2021-05-05,"Marquette, KS 67464",1.0,ZIP:67464
1948-08-01,2021-05-03,"Miltonvale, KS 67466",1.0,ZIP:67466
1892-01-01,2021-05-05,"Minneapolis, KS 67467",1.0,ZIP:67467
2017-10-18,2021-05-03,"Morganville, KS 67468",0.5677,ZIP:67468
2020-06-18,2021-05-05,"New Cambria, KS 67470",1.0,ZIP:67470
2010-07-15,2021-04-29,"Ramona, KS 67475",0.1131,ZIP:67475
1943-02-24,2021-05-05,"Solomon, KS 67480",1.0,ZIP:67480
1964-08-01,2021-05-05,"Sylvan Grove, KS 67481",0.9871,ZIP:67481
2013-09-01,2021-04-20,"Talmage, KS 67482",0.9763,ZIP:67482
1948-08-01,2021-05-05,"Tescott, KS 67484",1.0,ZIP:67484
1893-01-01,2021-05-04,"Wakefield, KS 67487",1.0,ZIP:67487
2001-11-01,2021-05-04,"Windom, KS 67491",0.9961,ZIP:67491
1948-01-01,2021-05-05,"Hutchinson, KS 67501",1.0,ZIP:67501
1909-04-08,2021-05-05,"Hutchinson, KS 67502",1.0,ZIP:67502
1893-01-01,2021-05-04,"South Hutchinson, KS 67505",0.9763,ZIP:67505
2001-11-01,2021-05-04,"Arlington, KS 67514",1.0,ZIP:67514
2007-11-03,2021-05-04,"Beeler, KS 67518",1.0,ZIP:67518
2007-03-22,2021-05-03,"Belpre, KS 67519",1.0,ZIP:67519
1923-03-01,2021-05-04,"Bison, KS 67520",1.0,ZIP:67520
1977-05-01,2021-05-03,"Chase, KS 67524",1.0,ZIP:67524
1922-05-25,2021-05-04,"Claflin, KS 67525",1.0,ZIP:67525
1894-12-01,2021-05-04,"Ellinwood, KS 67526",1.0,ZIP:67526
1909-04-01,2021-05-05,"Great Bend, KS 67530",1.0,ZIP:67530
2007-01-11,2021-05-03,"Haven, KS 67543",0.9543,ZIP:67543
2001-05-01,2021-05-04,"Hoisington, KS 67544",0.9521,ZIP:67544
1922-04-10,2021-05-05,"Hudson, KS 67545",1.0,ZIP:67545
1942-12-01,2021-05-04,"Inman, KS 67546",1.0,ZIP:67546
1935-11-04,2021-05-05,"Kinsley, KS 67547",0.9843,ZIP:67547
1893-01-01,2021-05-03,"La Crosse, KS 67548",1.0,ZIP:67548
1903-06-01,2021-05-05,"Larned, KS 67550",1.0,ZIP:67550
2006-03-14,2021-05-04,"Lewis, KS 67552",1.0,ZIP:67552
1892-03-01,2021-05-03,"Lyons, KS 67554",1.0,ZIP:67554
1911-10-01,2021-05-05,"Mc Cracken, KS 67556",1.0,ZIP:67556
1893-04-01,2021-05-04,"Macksville, KS 67557",1.0,ZIP:67557
1893-04-18,2021-05-05,"Ness City, KS 67560",1.0,ZIP:67560
1973-07-01,2021-05-04,"Offerle, KS 67563",0.9876,ZIP:67563
2008-09-23,2021-05-04,"Olmitz, KS 67564",0.9279,ZIP:67564
2013-09-18,2021-05-04,"Otis, KS 67565",1.0,ZIP:67565
1953-05-01,2021-05-05,"Partridge, KS 67566",1.0,ZIP:67566
1948-08-01,2021-05-04,"Plevna, KS 67568",1.0,ZIP:67568
1902-05-01,2021-05-05,"Pretty Prairie, KS 67570",1.0,ZIP:67570
2013-10-03,2021-05-05,"Rush Center, KS 67575",0.9736,ZIP:67575
2007-03-27,2021-04-16,"Saint John, KS 67576",1.0,ZIP:67576
1954-02-05,2021-05-05,"Stafford, KS 67578",1.0,ZIP:67578
1893-01-01,2021-05-05,"Sterling, KS 67579",1.0,ZIP:67579
1940-05-10,2021-05-05,"Turon, KS 67583",1.0,ZIP:67583
1916-01-10,2021-05-05,"Utica, KS 67584",1.0,ZIP:67584
1892-07-01,2021-05-05,"Hays, KS 67601",1.0,ZIP:67601
2008-02-06,2021-05-05,"Bunker Hill, KS 67626",0.9912,ZIP:67626
1892-01-01,2021-05-04,"Collyer, KS 67631",1.0,ZIP:67631
1953-09-01,2021-05-04,"Damar, KS 67632",0.9846,ZIP:67632
1950-02-01,2021-05-04,"Dorrance, KS 67634",1.0,ZIP:67634
1895-03-08,2021-05-05,"Dresden, KS 67635",1.0,ZIP:67635
1937-01-01,2021-05-04,"Ellis, KS 67637",1.0,ZIP:67637
